Source,Target
1404150473144190,682465328448639
1404150473144190,450276288380149
1404150473144190,1824196731137810
1404150473144190,602950346471882
1404150473144190,552017638237204
1404150473144190,214930165309488
1404150473144190,182741658427358
1404150473144190,605577449464486
1404150473144190,381779978511929
1404150473144190,955171077842846
1404150473144190,152394487819
1404150473144190,66207662196
1404150473144190,237166309652686
1404150473144190,124283100972683
1404150473144190,535397703183151
1404150473144190,357413301003224
1404150473144190,353770410248
1404150473144190,167360828952
1404150473144190,283909885055510
1404150473144190,115584131985139
1404150473144190,140105776009863
1404150473144190,202081379813650
1404150473144190,291379050963608
1404150473144190,283048951715725
1404150473144190,102091639968207
1404150473144190,66197312668
1404150473144190,497762373576194
1404150473144190,641285679248839
1404150473144190,310667095671302
1404150473144190,321215951325560
1404150473144190,425425190912249
1404150473144190,605910149435710
1404150473144190,130959500307427
1404150473144190,343746197749
1404150473144190,189164857768163
1404150473144190,138315759516785
1404150473144190,150440638303234
1404150473144190,179490175400720
1404150473144190,350657958372680
1404150473144190,202456989183
1404150473144190,34767149008
1404150473144190,104720489592134
1404150473144190,136659463030729
1404150473144190,51491238316
110767978989316,306855619350234
110767978989316,566132110183551
110767978989316,1689889854564370
110767978989316,529818830504143
110767978989316,1047385658607350
110767978989316,135299372719
110767978989316,182418898478863
110767978989316,556966234321191
110767978989316,314986642029606
110767978989316,373654779383745
110767978989316,742650035807920
110767978989316,128097474033065
110767978989316,112836955449317
110767978989316,283048951715725
110767978989316,321080388019666
110767978989316,218490828177617
110767978989316,417047358383778
110767978989316,259301727520428
110767978989316,284670921562744
110767978989316,421389601236349
110767978989316,341910932559809
110767978989316,214305998690715
110767978989316,178822825462054
110767978989316,164443060264615
110767978989316,181578718520570
110767978989316,131376193547121
110767978989316,362740057112733
110767978989316,146862928781789
110767978989316,408800512514261
110767978989316,316362955114558
110767978989316,424157537617814
110767978989316,305387652885783
110767978989316,34767149008
110767978989316,114775005201526
357413301003224,239728716059180
357413301003224,1396658643806670
357413301003224,352876721510110
357413301003224,320840169369
357413301003224,164865593563080
357413301003224,189104951165698
357413301003224,131070623747229
357413301003224,278733245485129
357413301003224,1646118335627790
357413301003224,316235308549529
357413301003224,327762240630302
357413301003224,1517982105142550
357413301003224,102057493169695
357413301003224,811228178928261
357413301003224,167100726672036
357413301003224,120894134603763
357413301003224,390145567698864
357413301003224,175548905800044
357413301003224,204615372914214
357413301003224,729022400471508
357413301003224,179378314624
357413301003224,150839541932317
357413301003224,597387613640170
357413301003224,415856588575610
357413301003224,435469493192207
357413301003224,175768649267719
357413301003224,748998901812391
357413301003224,1472387919702990
357413301003224,220639851396888
357413301003224,110976232277994
357413301003224,146336038728186
357413301003224,181212801891624
357413301003224,227354247432891
357413301003224,181218095247717
357413301003224,353091517769
357413301003224,205889866113695
357413301003224,355358397810738
357413301003224,253055251379467
357413301003224,125011117534791
357413301003224,583536251669546
357413301003224,510295198997030
357413301003224,117378311674485
357413301003224,353246304757009
357413301003224,185595374883253
357413301003224,438981005612
357413301003224,353568871349234
357413301003224,310799798936176
357413301003224,450321248339567
357413301003224,357492347661437
357413301003224,213771875453870
357413301003224,189317641100973
357413301003224,174299225998187
357413301003224,539230116159372
357413301003224,156259521096969
357413301003224,202081379813650
357413301003224,350640305057712
357413301003224,240557546019847
357413301003224,160764376524
357413301003224,220822968055469
357413301003224,100531113367555
357413301003224,814707318556195
357413301003224,204859379531222
357413301003224,283909885055510
357413301003224,120156984821356
357413301003224,596476713725101
357413301003224,324215154068
357413301003224,168981896046
357413301003224,130086800410108
357413301003224,130055893743631
357413301003224,263192040447826
357413301003224,542897879077456
357413301003224,183657985001510
357413301003224,700787369936866
357413301003224,253704091338564
357413301003224,352902604759370
357413301003224,109844722429961
357413301003224,187094717986711
357413301003224,155883327810440
357413301003224,254852601222832
357413301003224,141969316908
357413301003224,197196013653578
357413301003224,158807670824503
357413301003224,137374459663004
357413301003224,106750336037967
357413301003224,34767149008
357413301003224,96599902887
357413301003224,116084605132008
357413301003224,346593078725441
357413301003224,556988900994486
357413301003224,653754694670571
357413301003224,299576363444623
357413301003224,237166309652686
357413301003224,310667095671302
357413301003224,182223308489943
357413301003224,86294967062
357413301003224,520321784654611
357413301003224,261476863879684
357413301003224,153962114665651
357413301003224,169274879791121
357413301003224,357413301003224
357413301003224,226777360790635
357413301003224,221215687935965
357413301003224,520097294745089
357413301003224,257832700907026
357413301003224,459085890795560
357413301003224,110145972364590
357413301003224,110639758966172
357413301003224,1404150473144190
357413301003224,170283879702622
357413301003224,148447753212
357413301003224,119424404882437
357413301003224,183201865098329
357413301003224,583158295050057
357413301003224,471501642918782
357413301003224,263769370330720
357413301003224,158352054181888
357413301003224,506610772736871
357413301003224,193921690303
357413301003224,101488896606837
357413301003224,155295131220451
357413301003224,196423900385707
357413301003224,311267102303682
357413301003224,400787856657621
357413301003224,151870084889378
357413301003224,317900448285271
357413301003224,123310031080591
357413301003224,215099208624164
357413301003224,164265560271173
357413301003224,560598200670047
357413301003224,133687630046270
357413301003224,199844090142297
357413301003224,120935878110048
357413301003224,217477584953353
357413301003224,233183205680
357413301003224,136759363010702
357413301003224,644978985542497
357413301003224,281563041945348
357413301003224,123763209192
357413301003224,158171430943764
357413301003224,128886201891
357413301003224,117858984994833
357413301003224,567791999899619
357413301003224,337483426298806
357413301003224,130862987034243
357413301003224,270453273034944
357413301003224,1469588979963000
357413301003224,122272787800032
357413301003224,112781392082146
357413301003224,126944017367650
357413301003224,204590129617991
357413301003224,291379050963608
425425190912249,546985078737589
425425190912249,366996096973418
425425190912249,705653469452074
425425190912249,58895017663
425425190912249,530434310344911
425425190912249,95703172152
425425190912249,233415593377415
425425190912249,507192819309938
425425190912249,215143965190921
425425190912249,138299793015466
425425190912249,283048951715725
425425190912249,34767149008
425425190912249,1404150473144190
425425190912249,151897861495761
425425190912249,508209262538427
425425190912249,132853273433650
425425190912249,391136088351
99158093147,33851262136
99158093147,962871157132629
99158093147,1180940688588530
99158093147,835499856505167
99158093147,379069212172034
99158093147,1039144042778330
99158093147,685385928188893
99158093147,238793939581578
99158093147,521217564646160
99158093147,61924315868
99158093147,303281789774539
99158093147,212954698743331
99158093147,413536228811881
99158093147,111830938976193
99158093147,1603123083234130
99158093147,429037580558828
99158093147,609568969079055
99158093147,682533325200235
99158093147,1469932716628130
99158093147,51491238316
99158093147,205095032857458
99158093147,261518774014039
99158093147,329561050524014
99158093147,703953479688672
99158093147,439830979425230
99158093147,518159994889206
99158093147,122629161084065
99158093147,171383626246822
99158093147,551219178233451
99158093147,165878254250
99158093147,195138233950854
99158093147,1416083275315380
99158093147,349480068560421
99158093147,139813224452
99158093147,536833066343216
99158093147,111384128873286
99158093147,379083958839440
99158093147,369012553207505
99158093147,242228882573268
99158093147,1549645445257740
99158093147,178780105279
99158093147,297056687125530
99158093147,446695918701328
99158093147,374005209384371
99158093147,1471804949720750
99158093147,107367862686045
99158093147,342684702491405
99158093147,67637129817
99158093147,148964871798895
99158093147,110248232338012
99158093147,367121743359137
99158093147,147398806039
99158093147,273124065314
99158093147,117133158327433
99158093147,240195336721
99158093147,228298730528930
99158093147,100687516669879
99158093147,181200461932644
99158093147,179496162109462
99158093147,185286104921004
99158093147,498567766883413
99158093147,295567597245424
99158093147,401892443162647
99158093147,144550658961994
99158093147,399495313222
99158093147,222825794530670
99158093147,127128043964568
99158093147,131104023700342
99158093147,176649959135045
99158093147,449881680467
99158093147,136659463030729
99158093147,1422095664672710
99158093147,214121478727262
99158093147,175457055829249
99158093147,313213878261
99158093147,159411297001
99158093147,106341799403090
99158093147,203999956301716
99158093147,135299372719
99158093147,195923199514
99158093147,105090206230520
99158093147,226130625557
99158093147,136086673179064
99158093147,196247840517944
99158093147,226380994085115
99158093147,193077077382215
99158093147,61213649618
99158093147,357471934375146
99158093147,110767978989316
99158093147,241867085852973
99158093147,129350340416369
99158093147,215058178700471
99158093147,208091622719718
99158093147,222519024580930
99158093147,198875903295
99158093147,457934517637126
99158093147,553005884715312
99158093147,34767149008
99158093147,112836955449317
99158093147,283048951715725
99158093147,135903749818038
225867107444247,587360651370558
225867107444247,312287860098
225867107444247,155636824499047
225867107444247,205095032857458
136659463030729,647532281927341
136659463030729,126457237386280
136659463030729,864426833654685
136659463030729,848488028565008
136659463030729,159158590886384
136659463030729,182222501810087
136659463030729,203873636383143
136659463030729,452423281584951
136659463030729,16491263634
136659463030729,180256032046032
136659463030729,343343179776
136659463030729,111205048906987
136659463030729,228268697257392
136659463030729,221461167951955
136659463030729,150199001742246
136659463030729,1416083275315380
136659463030729,309133815849921
136659463030729,528582947162730
136659463030729,200526726682876
136659463030729,334124272964
136659463030729,128538028026
136659463030729,103186519776277
136659463030729,464494376914217
136659463030729,454069384605854
136659463030729,314118331960700
136659463030729,150458721659574
136659463030729,210703745629002
136659463030729,281979475252745
136659463030729,476781909129475
136659463030729,176649959135045
136659463030729,357471934375146
136659463030729,266236683425193
136659463030729,424654781032805
136659463030729,135903749818038
136659463030729,47427598263
136659463030729,237031732983304
136659463030729,603688202996603
136659463030729,638801536176400
136659463030729,150440638303234
136659463030729,641285679248839
136659463030729,291379050963608
136659463030729,439541762799011
136659463030729,955171077842846
136659463030729,182741658427358
136659463030729,450276288380149
136659463030729,1492296307725440
136659463030729,6191007822
136659463030729,374809010319
136659463030729,174750465922802
136659463030729,270577976380974
136659463030729,371120078600
136659463030729,309849335755951
136659463030729,449881680467
136659463030729,263391853700567
136659463030729,164814586897879
136659463030729,198686230002
136659463030729,457934517637126
136659463030729,105090206230520
136659463030729,577811938978337
136659463030729,121719127903312
136659463030729,277235069114536
136659463030729,307764165930197
136659463030729,255646367839313
136659463030729,366793718674
136659463030729,192146734187983
136659463030729,189750186397
136659463030729,413076465393156
136659463030729,228207200559813
136659463030729,288469724526795
136659463030729,63317898464
136659463030729,211695482271212
136659463030729,155636824499047
136659463030729,158807670824503
136659463030729,130720146953029
136659463030729,243632385677295
136659463030729,99158093147
136659463030729,184173005091726
136659463030729,236856329721874
136659463030729,226380994085115
136659463030729,182418898478863
136659463030729,1408474549421290
136659463030729,475086695836443
136659463030729,455822871116111
136659463030729,1457182657834530
136659463030729,425425190912249
136659463030729,1404150473144190
136659463030729,257820684262047
136659463030729,128999837130141
136659463030729,241867085852973
136659463030729,189164857768163
136659463030729,176629862359769
136659463030729,143997622303600
136659463030729,125093354214792
136659463030729,187799604588563
136659463030729,220090704722283
136659463030729,104505619590204
136659463030729,111658075531636
136659463030729,402340073123304
136659463030729,10423517786
136659463030729,34767149008
136659463030729,402855271254
136659463030729,186127108073632
136659463030729,121675456877
136659463030729,185297444827402
136659463030729,153393428030628
136659463030729,229403930403415
136659463030729,100127766743928
136659463030729,116128438462886
136659463030729,99637407410
136659463030729,174773729251011
136659463030729,133711430042308
136659463030729,125874504101787
136659463030729,118487074917801
136659463030729,201773826513268
136659463030729,221722941208481
136659463030729,184846378200248
136659463030729,197641420303651
136659463030729,38086600355
136659463030729,123839010988400
136659463030729,95793561794
136659463030729,105576596192425
136659463030729,107610032601862
136659463030729,106399362728887
136659463030729,132702043423272
136659463030729,108486229199084
136659463030729,227574363967060
136659463030729,105504049483087
136659463030729,193077077382215
136659463030729,125812010789588
136659463030729,106986779348912
136659463030729,125696091498
136659463030729,203354723030667
136659463030729,148354145222226
136659463030729,112432842116375
136659463030729,113593505339418
136659463030729,127128043964568
136659463030729,201926096506214
136659463030729,173626169395004
136659463030729,297984280216179
136659463030729,195914850440307
136659463030729,157797730980547
136659463030729,302200872323
136659463030729,211886775494873
136659463030729,162633327121653
136659463030729,164510704570
136659463030729,110767978989316
136659463030729,401892443162647
136659463030729,254469721279813
136659463030729,167360828952
136659463030729,205879976105633
136659463030729,203999956301716
136659463030729,289342311107643
136659463030729,198405580252660
136659463030729,226130625557
136659463030729,181200461932644
136659463030729,136086673179064
136659463030729,211219822244084
136659463030729,228624677163982
136659463030729,200726026647297
136659463030729,208966514625
136659463030729,113005665400371
136659463030729,205095032857458
136659463030729,116428048367423
136659463030729,111699072182925
136659463030729,101681289884296
136659463030729,108120125888151
136659463030729,104071846387866
136659463030729,225867107444247
136659463030729,287721521243692
136659463030729,198825450222092
136659463030729,125040634304653
136659463030729,134647413266946
136659463030729,168667939825585
136659463030729,284675621550500
136659463030729,108887129170883
136659463030729,258226744254030
136659463030729,156723591088579
136659463030729,159411297001
136659463030729,114770718535802
136659463030729,160882843998603
136659463030729,291981867486977
136659463030729,270100112766
136659463030729,195846430443118
136659463030729,107067616058641
136659463030729,142456715777578
136659463030729,244854875637429
136659463030729,80303969429
136659463030729,284264064980768
136659463030729,21466516537
136659463030729,217355838296797
136659463030729,169987599723738
136659463030729,115169721851741
136659463030729,104720489592134
136659463030729,124283100972683
136659463030729,134788739899273
136659463030729,116718868416646
136659463030729,220930504606722
136659463030729,96599902887
136659463030729,198899023476477
136659463030729,156993291020256
136659463030729,190437687666949
136659463030729,108421625845506
136659463030729,176684735737482
136659463030729,138315759516785
136659463030729,119221751453628
136659463030729,169575423053814
136659463030729,154070564639988
136659463030729,178128582197141
136659463030729,228298730528930
136659463030729,115536151869534
136659463030729,271546362860675
136659463030729,214363211907911
136659463030729,114325988648006
136659463030729,682465328448639
136659463030729,455753797769180
136659463030729,61213649618
136659463030729,213690588697417
136659463030729,193036497390707
136659463030729,165878254250
136659463030729,141969316908
136659463030729,252862098066707
136659463030729,119677581444554
136659463030729,33851262136
136659463030729,356479139428
136659463030729,126545974046623
136659463030729,51491238316
136659463030729,253590865334
136659463030729,217922684955583
136659463030729,283048951715725
136659463030729,23200868598
136659463030729,175457055829249
136659463030729,110639758966172
136659463030729,104164719620229
136659463030729,112836955449317
181200461932644,1408474549421290
181200461932644,1454379168118280
181200461932644,470330776328579
181200461932644,290348171044208
181200461932644,272741325304
181200461932644,154620671243006
181200461932644,108929872641768
181200461932644,1543745679180560
181200461932644,1515711045329870
181200461932644,1701508350073810
181200461932644,587713511345002
181200461932644,546105378824371
181200461932644,425425190912249
181200461932644,469126379797592
181200461932644,28264747631
181200461932644,316256208412109
181200461932644,371801972903498
181200461932644,37107394336
181200461932644,437764172955006
181200461932644,449378975108526
181200461932644,283048951715725
181200461932644,126545974046623
181200461932644,111367450125
181200461932644,154985654557243
181200461932644,223843141119863
181200461932644,226402027507829
181200461932644,192595137424
181200461932644,421783694524778
181200461932644,560093307384716
181200461932644,202475956569908
181200461932644,273406409380256
181200461932644,569292249766221
181200461932644,366793718674
181200461932644,181307726159
181200461932644,116420271710552
181200461932644,333143710147136
181200461932644,1408391149379420
181200461932644,424159990993688
181200461932644,195035507335757
181200461932644,544120425625957
181200461932644,471654069589438
181200461932644,113584865337634
181200461932644,287000781396723
181200461932644,496118650431823
181200461932644,300506720016399
181200461932644,21162719649
181200461932644,95703172152
181200461932644,330589581620
181200461932644,168421193313594
181200461932644,336192993148302
181200461932644,174131942649753
181200461932644,173699242710121
181200461932644,79616214317
181200461932644,64919462161
181200461932644,135277676636871
181200461932644,367466706607409
181200461932644,153361022902
181200461932644,345491375549268
181200461932644,178200285706
181200461932644,370867546338510
181200461932644,9421327710
181200461932644,482198168464455
181200461932644,204979112311
181200461932644,436174146439470
181200461932644,112364765517990
181200461932644,222819697736822
181200461932644,414915498569945
181200461932644,355299184564004
181200461932644,455803991127153
181200461932644,255713961168353
181200461932644,418535261498484
181200461932644,112223832127033
181200461932644,530372066978862
181200461932644,208966514625
181200461932644,100685373413285
181200461932644,217540331687900
181200461932644,390605281007307
181200461932644,314359645321398
181200461932644,105258839550662
181200461932644,385299111530605
181200461932644,175865015788226
181200461932644,118753924874734
181200461932644,136659463030729
181200461932644,348396768525710
181200461932644,253232654695696
181200461932644,391717487508318
181200461932644,187914784611009
181200461932644,199539170093537
181200461932644,102279051960
181200461932644,158848386614
181200461932644,1433602836882960
181200461932644,129686447077077
181200461932644,106986779348912
181200461932644,125696091498
181200461932644,125812010789588
181200461932644,193077077382215
181200461932644,105504049483087
181200461932644,227574363967060
181200461932644,108486229199084
181200461932644,132702043423272
181200461932644,106399362728887
181200461932644,107610032601862
181200461932644,95793561794
181200461932644,105576596192425
181200461932644,123839010988400
181200461932644,203999956301716
181200461932644,38086600355
181200461932644,159411297001
181200461932644,197641420303651
181200461932644,184846378200248
181200461932644,165878254250
181200461932644,51491238316
181200461932644,221722941208481
181200461932644,112053065560080
181200461932644,148662828478047
181200461932644,151103937776
181200461932644,252862098066707
181200461932644,147650678603187
181200461932644,122975541123813
181200461932644,134554653243113
181200461932644,109267152497455
181200461932644,138315759516785
181200461932644,201773826513268
181200461932644,653895261339275
181200461932644,62265212254
181200461932644,156337891111876
181200461932644,161109957250150
181200461932644,180292712004713
181200461932644,211219822244084
181200461932644,124892410888346
181200461932644,121253307951046
181200461932644,118487074917801
181200461932644,125874504101787
181200461932644,112836955449317
181200461932644,118890491481215
181200461932644,241867085852973
181200461932644,171321802899568
181200461932644,80303969429
181200461932644,106205416073408
181200461932644,256884021017890
181200461932644,49242437072
181200461932644,323626813995
181200461932644,106261536078780
181200461932644,108085779226255
181200461932644,105573242809845
181200461932644,110646475622175
181200461932644,218617258155432
181200461932644,19673334536
181200461932644,188470334560305
181200461932644,34767149008
181200461932644,119100711441041
181200461932644,212811048807054
181200461932644,133711430042308
181200461932644,203354723030667
181200461932644,174773729251011
181200461932644,99637407410
181200461932644,116128438462886
181200461932644,23200868598
181200461932644,6191007822
181200461932644,110639758966172
181200461932644,100127766743928
205095032857458,273807309490435
205095032857458,112049495511905
205095032857458,1503097243293230
205095032857458,109623029147016
205095032857458,193653937389211
205095032857458,168667939825585
205095032857458,126533127390327
205095032857458,1515711045329870
205095032857458,1543745679180560
205095032857458,195287592432
205095032857458,141975835866803
205095032857458,705653469452074
205095032857458,245566552251736
205095032857458,179387442263186
205095032857458,138315759516785
205095032857458,1408474549421290
205095032857458,425425190912249
205095032857458,127820497236909
205095032857458,169575423053814
205095032857458,178054182236881
205095032857458,333006786804041
205095032857458,25109345018
205095032857458,212042412253012
205095032857458,663225047075199
205095032857458,5625209996
205095032857458,125299054202386
205095032857458,491725514277149
205095032857458,1548007838809150
205095032857458,181200461932644
205095032857458,453962108066974
205095032857458,283048951715725
205095032857458,157219520977884
205095032857458,345754348892836
205095032857458,195035507335757
205095032857458,346964558768174
205095032857458,127585877365482
205095032857458,33851262136
205095032857458,182418898478863
205095032857458,165878254250
205095032857458,159411297001
205095032857458,419145261532547
205095032857458,147177015442032
205095032857458,276132082402968
205095032857458,467146076647889
205095032857458,7179479690
205095032857458,255646367839313
205095032857458,499684120044150
205095032857458,418293864913277
205095032857458,443433222405379
205095032857458,374934134946
205095032857458,375593672469570
205095032857458,294191260684312
205095032857458,452175194860581
205095032857458,456022417769489
205095032857458,224760474287631
205095032857458,358578507594754
205095032857458,163506917083374
