id,label,timeset,fan_count,category,username,users_can_post,link,post_activity,talking_about_count
8214859437,Paulino Monroy,,70642,Musician/Band,paulinomonroy,yes,https://www.facebook.com/paulinomonroy/,0.15,4645
132460050126867,Elesdex,,11219,Artist,elesdex,yes,https://www.facebook.com/elesdex/,0.03,789
280605788616928,RAD / Music Delivery,,9789,Concert Tour,RADmusicMX,yes,https://www.facebook.com/RADmusicMX/,0.04,24
281188282215551,José Medina Mora Icaza,,4455,Business Person,josemedinamorai,no,https://www.facebook.com/josemedinamorai/,0.01,111
652404098123494,Central de Cambio,,700,Community,centraldecambio,yes,https://www.facebook.com/centraldecambio/,0.04,11
514669791905269,Aaron Benitez,,31522,Business Person,aaronbenitez,yes,https://www.facebook.com/aaronbenitez/,0.12,5355
105596369475033,Apple Inc.,,9383464,Company,,no,https://www.facebook.com/pages/Apple-Inc/105596369475033,0.0,0
131123886921619,Mastretta Cars,,28004,Cars,MastrettaCars,no,https://www.facebook.com/MastrettaCars/,0.0,27
55975468877,Vive Querétaro,,397576,Travel/Leisure,Vive.Queretaro,yes,https://www.facebook.com/Vive.Queretaro/,0.06,4365
109855865725691,Iniciativa México,,217570,Website,IniciativaMex,yes,https://www.facebook.com/IniciativaMex/,0.0,140
11152643246,Lorena Ochoa,,76400,Athlete,,yes,https://www.facebook.com/Lorena-Ochoa-11152643246/,0.05,625
8039493705,La Jornada,,2287218,Newspaper,lajornadaonline,yes,https://www.facebook.com/lajornadaonline/,2.81,203999
184135508914,Fundación Lorena Ochoa,,2318,Non-Profit Organization,,yes,https://www.facebook.com/Fundación-Lorena-Ochoa-184135508914/,0.01,22
113862311975086,Paraíso México,,3394,Non-Profit Organization,,yes,https://www.facebook.com/Paraíso-México-113862311975086/,0.0,4
221514014579997,Careintra,,2873,Non-Profit Organization,careintra,no,https://www.facebook.com/careintra/,0.01,6
336827999688216,Premio Emprendedor Coparmex Jalisco,,7623,Non-Profit Organization,PremioEmprendedor,yes,https://www.facebook.com/PremioEmprendedor/,0.05,66
9995834213,Guadalajara 2020,,1968,Non-Profit Organization,guadalajara2020,yes,https://www.facebook.com/guadalajara2020/,0.0,4
137999922931920,Fundación en Movimiento,,7711,Non-Profit Organization,FMovimiento,no,https://www.facebook.com/FMovimiento/,0.05,76
198623844282,Coparmex Ciudad de México,,4138,Non-Profit Organization,,no,https://www.facebook.com/Coparmex-Ciudad-de-México-198623844282/,0.03,4
554829854545177,Coparmex Veracruz,,10644,Organization,CoparmexVer,yes,https://www.facebook.com/CoparmexVer/,0.21,132
369961426416263,Coparmex Aguascalientes,,7382,Non-Governmental Organization (NGO),CoparmexAgs,no,https://www.facebook.com/CoparmexAgs/,0.01,20
493453457351145,Coparmex Nacional,,25126,Non-Profit Organization,coparmexnacional,yes,https://www.facebook.com/coparmexnacional/,0.27,873
180479858766300,Coparmex Irapuato,,6174,Non-Profit Organization,coparmex.irapuato,yes,https://www.facebook.com/coparmex.irapuato/,0.02,8
204590129617991,Coparmex Nuevo León,,6607,Non-Governmental Organization (NGO),CoparmexNL,yes,https://www.facebook.com/CoparmexNL/,0.04,33
131965550157599,México Evalúa,,19979,Non-Governmental Organization (NGO),mexicoevalua,yes,https://www.facebook.com/mexicoevalua/,0.09,599
147751821930575,Fundación Carlos Slim Salud,,201685,Non-Profit Organization,FundacionCarlosSlimSalud,yes,https://www.facebook.com/FundacionCarlosSlimSalud/,0.1,27237
